Bandit,Reward,Algorithm
3.0,3.344808283787731,EpsilonGreedy
3.0,5.061063083999276,EpsilonGreedy
3.0,4.963858770381599,EpsilonGreedy
3.0,4.359820721184568,EpsilonGreedy
3.0,6.002803838121761,EpsilonGreedy
3.0,3.3922612355756985,EpsilonGreedy
3.0,3.042552859173888,EpsilonGreedy
3.0,3.7418627504003164,EpsilonGreedy
3.0,5.15136891071617,EpsilonGreedy
3.0,4.234595813534141,EpsilonGreedy
3.0,3.8190896437715236,EpsilonGreedy
3.0,4.814468993531492,EpsilonGreedy
3.0,3.653332802697043,EpsilonGreedy
3.0,4.024966002050032,EpsilonGreedy
3.0,6.255865439179811,EpsilonGreedy
3.0,6.507905233056462,EpsilonGreedy
3.0,5.568362236350333,EpsilonGreedy
3.0,4.4287588073017305,EpsilonGreedy
3.0,2.169598715745849,EpsilonGreedy
3.0,2.9243644273469007,EpsilonGreedy
3.0,3.627508711234086,EpsilonGreedy
3.0,4.623092198042274,EpsilonGreedy
3.0,4.661278937069824,EpsilonGreedy
3.0,2.285563610944985,EpsilonGreedy
3.0,4.412572709704687,EpsilonGreedy
3.0,3.867752303446932,EpsilonGreedy
3.0,2.256327018592125,EpsilonGreedy
3.0,0.9861494264385136,EpsilonGreedy
3.0,4.858104083528955,EpsilonGreedy
3.0,2.8696465927318773,EpsilonGreedy
3.0,4.22247532233631,EpsilonGreedy
3.0,3.661791119826159,EpsilonGreedy
3.0,6.247032857951517,EpsilonGreedy
3.0,2.3528570436246863,EpsilonGreedy
3.0,4.1112056694377594,EpsilonGreedy
3.0,4.710631331624456,EpsilonGreedy
3.0,4.518002757334547,EpsilonGreedy
3.0,3.9905813924022215,EpsilonGreedy
3.0,4.2660934589116435,EpsilonGreedy
3.0,4.81185110459872,EpsilonGreedy
3.0,4.423256236602062,EpsilonGreedy
3.0,2.675265976505517,EpsilonGreedy
3.0,3.9365062265301134,EpsilonGreedy
3.0,4.754244955344866,EpsilonGreedy
3.0,4.444643559486674,EpsilonGreedy
3.0,5.511912360949214,EpsilonGreedy
3.0,3.1887197308368034,EpsilonGreedy
3.0,4.982526737241459,EpsilonGreedy
3.0,4.041004965148017,EpsilonGreedy
3.0,3.72484266170893,EpsilonGreedy
3.0,3.5411750291542035,EpsilonGreedy
3.0,3.951282414319806,EpsilonGreedy
3.0,3.5827882185433233,EpsilonGreedy
3.0,3.5264024228964566,EpsilonGreedy
3.0,3.2419888630913425,EpsilonGreedy
3.0,5.766142369172433,EpsilonGreedy
3.0,2.9784774439926274,EpsilonGreedy
3.0,2.8113961509842698,EpsilonGreedy
3.0,4.229410489584627,EpsilonGreedy
3.0,3.6351690024926007,EpsilonGreedy
3.0,4.612481360856583,EpsilonGreedy
3.0,4.049855191828835,EpsilonGreedy
3.0,2.9843851049831436,EpsilonGreedy
3.0,4.812688215585646,EpsilonGreedy
3.0,3.987289273667134,EpsilonGreedy
3.0,4.707768728427092,EpsilonGreedy
3.0,4.2211613477772225,EpsilonGreedy
3.0,4.10460534381713,EpsilonGreedy
3.0,4.32565167783932,EpsilonGreedy
3.0,6.1584075579808895,EpsilonGreedy
3.0,4.805325961940868,EpsilonGreedy
3.0,4.26638683171659,EpsilonGreedy
3.0,3.5314269144521293,EpsilonGreedy
3.0,4.4416959250938515,EpsilonGreedy
3.0,3.485345550397213,EpsilonGreedy
3.0,2.2392957871812307,EpsilonGreedy
3.0,3.2802591205859524,EpsilonGreedy
3.0,4.270565267641201,EpsilonGreedy
3.0,5.23212907994786,EpsilonGreedy
3.0,3.8783996959877536,EpsilonGreedy
3.0,3.556059648635423,EpsilonGreedy
3.0,3.947070909171261,EpsilonGreedy
3.0,3.723548797988795,EpsilonGreedy
3.0,5.525056196597064,EpsilonGreedy
3.0,4.000609622296523,EpsilonGreedy
3.0,3.2189131585469917,EpsilonGreedy
3.0,3.462521939137403,EpsilonGreedy
3.0,3.7158401974171293,EpsilonGreedy
3.0,4.511101826963777,EpsilonGreedy
3.0,4.306935791553796,EpsilonGreedy
3.0,3.6825080266382066,EpsilonGreedy
3.0,3.052460008898877,EpsilonGreedy
3.0,2.7755084195387703,EpsilonGreedy
3.0,4.349336828094337,EpsilonGreedy
3.0,5.116641777416904,EpsilonGreedy
3.0,4.425162751262946,EpsilonGreedy
3.0,2.7658227755430085,EpsilonGreedy
3.0,4.127531357370715,EpsilonGreedy
3.0,4.237538356156105,EpsilonGreedy
3.0,3.2301068014273384,EpsilonGreedy
3.0,3.269226315881258,EpsilonGreedy
3.0,4.620516511866156,EpsilonGreedy
3.0,4.594676453699097,EpsilonGreedy
3.0,3.2722812318703918,EpsilonGreedy
3.0,3.1650440221150196,EpsilonGreedy
3.0,4.246118581593827,EpsilonGreedy
3.0,6.524776773193915,EpsilonGreedy
3.0,5.106962011327035,EpsilonGreedy
3.0,2.9661552529429756,EpsilonGreedy
3.0,4.815373059044395,EpsilonGreedy
3.0,4.50630990500611,EpsilonGreedy
3.0,3.5887162432584674,EpsilonGreedy
3.0,5.358614767563415,EpsilonGreedy
3.0,3.536498246361702,EpsilonGreedy
3.0,6.072530549754306,EpsilonGreedy
3.0,1.0786889490955707,EpsilonGreedy
3.0,1.9763729456069101,EpsilonGreedy
3.0,5.235983656881805,EpsilonGreedy
3.0,3.9685100998072116,EpsilonGreedy
3.0,6.861591419287899,EpsilonGreedy
3.0,4.972437689143291,EpsilonGreedy
3.0,2.872597193412199,EpsilonGreedy
3.0,4.662964067733606,EpsilonGreedy
3.0,2.3621847761984176,EpsilonGreedy
3.0,2.4199626429965417,EpsilonGreedy
3.0,6.167085567730783,EpsilonGreedy
3.0,3.552730521716082,EpsilonGreedy
3.0,4.174268052826559,EpsilonGreedy
3.0,4.0625882486057945,EpsilonGreedy
3.0,4.127111034488446,EpsilonGreedy
3.0,4.329341410810296,EpsilonGreedy
3.0,4.140965657499206,EpsilonGreedy
3.0,5.019623620640195,EpsilonGreedy
3.0,5.369595699541101,EpsilonGreedy
3.0,4.283144502695975,EpsilonGreedy
3.0,4.130400689690582,EpsilonGreedy
3.0,4.497264561371014,EpsilonGreedy
3.0,4.8912390291350905,EpsilonGreedy
3.0,4.504433790156986,EpsilonGreedy
3.0,4.316692866595901,EpsilonGreedy
3.0,5.255055025207894,EpsilonGreedy
3.0,4.408864063263454,EpsilonGreedy
3.0,4.296906760932559,EpsilonGreedy
3.0,4.949947386840584,EpsilonGreedy
3.0,5.380358935161235,EpsilonGreedy
3.0,3.856896681090053,EpsilonGreedy
3.0,4.228115463890039,EpsilonGreedy
3.0,4.970502715895402,EpsilonGreedy
3.0,4.6455521494408405,EpsilonGreedy
3.0,3.6041532169462207,EpsilonGreedy
3.0,1.779506083731408,EpsilonGreedy
3.0,3.645038926787862,EpsilonGreedy
3.0,2.8758263758334555,EpsilonGreedy
3.0,3.0425974414538546,EpsilonGreedy
3.0,3.6846537473008123,EpsilonGreedy
3.0,3.7818144937937084,EpsilonGreedy
3.0,4.847274418183598,EpsilonGreedy
3.0,4.586761265156773,EpsilonGreedy
3.0,5.696791148412263,EpsilonGreedy
3.0,4.199130024830472,EpsilonGreedy
3.0,5.107502667898581,EpsilonGreedy
3.0,2.6078276845835817,EpsilonGreedy
3.0,3.697410841957182,EpsilonGreedy
3.0,3.1772813572001817,EpsilonGreedy
3.0,2.3044775762781042,EpsilonGreedy
3.0,3.9187491138042074,EpsilonGreedy
3.0,1.83632030955075,EpsilonGreedy
3.0,3.3066875656719916,EpsilonGreedy
3.0,3.3754122601841026,EpsilonGreedy
3.0,4.361932496123971,EpsilonGreedy
3.0,4.476642992224143,EpsilonGreedy
3.0,3.273068964478474,EpsilonGreedy
3.0,3.034337940921195,EpsilonGreedy
3.0,4.210110714326193,EpsilonGreedy
3.0,4.406194890742287,EpsilonGreedy
3.0,3.9980036618087365,EpsilonGreedy
3.0,3.1439837971484685,EpsilonGreedy
3.0,4.2588916215507995,EpsilonGreedy
3.0,2.4948463488756847,EpsilonGreedy
3.0,5.916673476961978,EpsilonGreedy
3.0,4.2065175551490475,EpsilonGreedy
3.0,5.1456046791994385,EpsilonGreedy
3.0,3.8997399085686477,EpsilonGreedy
3.0,4.566104776770697,EpsilonGreedy
3.0,2.8968210115115287,EpsilonGreedy
3.0,3.085780879182161,EpsilonGreedy
3.0,1.3991454326420047,EpsilonGreedy
3.0,3.371301161283408,EpsilonGreedy
3.0,2.663303698224598,EpsilonGreedy
3.0,2.865279928702191,EpsilonGreedy
3.0,5.02284765641495,EpsilonGreedy
3.0,5.343084485947571,EpsilonGreedy
